sampleDate,site,sampleTime,dissolvedOxygen,Temperature,salinity,conductivity,speciesName,Length,Count,siteComment,observers,dateId,obsId,lengthId,specObsId,modDate,sampleDateTime
9/26/12,SB_128,1046,6.760000229,21.39999962,32.29999924,49.34000015,Sheepshead,67,1,NA,"Buck, Art, David, Chris, Hans",23,78,929,164,8/12/14 11:25,9/26/12 10:46
9/26/12,SB_128,1046,6.760000229,21.39999962,32.29999924,49.34000015,Pipefish,149,1,NA,"Buck, Art, David, Chris, Hans",23,78,913,161,8/12/14 11:23,9/26/12 10:46
9/26/12,SB_128,1046,6.760000229,21.39999962,32.29999924,49.34000015,Pipefish,165,1,NA,"Buck, Art, David, Chris, Hans",23,78,914,161,8/12/14 11:23,9/26/12 10:46
9/26/12,SB_128,1046,6.760000229,21.39999962,32.29999924,49.34000015,Pipefish,136,1,NA,"Buck, Art, David, Chris, Hans",23,78,915,161,8/12/14 11:23,9/26/12 10:46
9/26/12,SB_128,1046,6.760000229,21.39999962,32.29999924,49.34000015,Pipefish,168,1,NA,"Buck, Art, David, Chris, Hans",23,78,916,161,8/12/14 11:23,9/26/12 10:46
9/26/12,SB_128,1046,6.760000229,21.39999962,32.29999924,49.34000015,Mojarra,36,1,NA,"Buck, Art, David, Chris, Hans",23,78,923,163,8/12/14 11:24,9/26/12 10:46
9/26/12,SB_148,1058,6.789999962,21.60000038,32.09999847,49.08000183,Pipefish,71,1,NA,"Buck, Art, David, Chris, Hans",23,202,2153,374,12/6/19 11:33,9/26/12 10:58
9/26/12,SB_148,1058,6.789999962,21.60000038,32.09999847,49.08000183,Pipefish,120,1,NA,"Buck, Art, David, Chris, Hans",23,202,2150,374,12/6/19 11:33,9/26/12 10:58
9/26/12,SB_148,1058,6.789999962,21.60000038,32.09999847,49.08000183,Pipefish,113,1,NA,"Buck, Art, David, Chris, Hans",23,202,2155,374,12/6/19 11:33,9/26/12 10:58
9/26/12,SB_148,1058,6.789999962,21.60000038,32.09999847,49.08000183,Pipefish,149,1,NA,"Buck, Art, David, Chris, Hans",23,202,2151,374,12/6/19 11:33,9/26/12 10:58
9/26/12,SB_148,1058,6.789999962,21.60000038,32.09999847,49.08000183,Pipefish,120,1,NA,"Buck, Art, David, Chris, Hans",23,202,2157,374,12/6/19 11:33,9/26/12 10:58
9/26/12,SB_148,1058,6.789999962,21.60000038,32.09999847,49.08000183,Pipefish,128,1,NA,"Buck, Art, David, Chris, Hans",23,202,2156,374,12/6/19 11:33,9/26/12 10:58
9/26/12,SB_148,1058,6.789999962,21.60000038,32.09999847,49.08000183,Sheepshead,80,1,NA,"Buck, Art, David, Chris, Hans",23,202,2149,373,12/6/19 11:33,9/26/12 10:58
9/26/12,SB_148,1058,6.789999962,21.60000038,32.09999847,49.08000183,Pipefish,125,1,NA,"Buck, Art, David, Chris, Hans",23,202,2152,374,12/6/19 11:33,9/26/12 10:58
9/26/12,SB_148,1058,6.789999962,21.60000038,32.09999847,49.08000183,Sheepshead,60,1,NA,"Buck, Art, David, Chris, Hans",23,202,2148,373,12/6/19 11:33,9/26/12 10:58
9/26/12,SB_148,1058,6.789999962,21.60000038,32.09999847,49.08000183,Pipefish,161,1,NA,"Buck, Art, David, Chris, Hans",23,202,2154,374,12/6/19 11:33,9/26/12 10:58
9/26/12,SB_91,1125,7.650000095,21.60000038,31.70000076,48.59999847,Silver Perch,72,1,NA,"Art, David, Chris, Buck, Hans",24,80,973,173,8/12/14 11:50,9/26/12 11:25
9/26/12,SB_91,1125,7.650000095,21.60000038,31.70000076,48.59999847,Goby,61,1,NA,"Art, David, Chris, Buck, Hans",24,80,967,171,8/12/14 11:49,9/26/12 11:25
9/26/12,SB_91,1125,7.650000095,21.60000038,31.70000076,48.59999847,Silver Perch,73,1,NA,"Art, David, Chris, Buck, Hans",24,80,972,173,8/12/14 11:50,9/26/12 11:25
9/26/12,SB_91,1125,7.650000095,21.60000038,31.70000076,48.59999847,Pipefish,149,1,NA,"Art, David, Chris, Buck, Hans",24,80,971,172,8/12/14 11:50,9/26/12 11:25
9/26/12,SB_91,1125,7.650000095,21.60000038,31.70000076,48.59999847,Pipefish,110,1,NA,"Art, David, Chris, Buck, Hans",24,80,970,172,8/12/14 11:50,9/26/12 11:25
9/26/12,SB_91,1125,7.650000095,21.60000038,31.70000076,48.59999847,Pipefish,149,1,NA,"Art, David, Chris, Buck, Hans",24,80,968,172,8/12/14 11:50,9/26/12 11:25
9/26/12,SB_91,1125,7.650000095,21.60000038,31.70000076,48.59999847,Pipefish,165,1,NA,"Art, David, Chris, Buck, Hans",24,80,969,172,8/12/14 11:50,9/26/12 11:25
9/26/12,SB_Bare_1,955,6.449999809,21,32.5,49.56000137,Bay Anchovy,93,1,NA,"Buck, Art, David, Chris, Hans",23,74,905,156,8/12/14 11:00,NA
9/26/12,SB_Bare_2,1008,6.659999847,20.89999962,32.29999924,49.31000137,Spot,111,1,NA,"Buck, Art, David, Chris, Hans",23,75,907,157,8/12/14 11:02,9/26/12 10:08
9/26/12,SB_Bare_2,1008,6.659999847,20.89999962,32.29999924,49.31000137,Spot,117,1,NA,"Buck, Art, David, Chris, Hans",23,75,906,157,8/12/14 11:02,9/26/12 10:08
9/26/12,SB_Bare_8,1025,6.53000021,20.70000076,32.40000153,49.47999954,Pinfish,158,1,NA,"Buck, Art, David, Chris, Hans",23,77,908,158,8/12/14 11:05,9/26/12 10:25
9/26/12,SB_Bare_8,1025,6.53000021,20.70000076,32.40000153,49.47999954,Silversides,80,1,NA,"Buck, Art, David, Chris, Hans",23,77,2147,372,12/6/19 11:19,9/26/12 10:25
9/26/12,SB_Bare_8,1025,6.53000021,20.70000076,32.40000153,49.47999954,Spot,128,1,NA,"Buck, Art, David, Chris, Hans",23,77,909,159,8/12/14 11:05,9/26/12 10:25
6/18/13,SB_106,945,6.820000172,22.89999962,0,0,Pinfish,45,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,209,2238,394,12/6/19 12:34,NA
6/18/13,SB_106,945,6.820000172,22.89999962,0,0,Spot,47,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,209,2243,396,12/6/19 12:35,NA
6/18/13,SB_106,945,6.820000172,22.89999962,0,0,Goby,44,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,209,2233,393,12/6/19 12:34,NA
6/18/13,SB_106,945,6.820000172,22.89999962,0,0,Pinfish,56,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,209,2234,394,12/6/19 12:34,NA
6/18/13,SB_106,945,6.820000172,22.89999962,0,0,Pinfish,59,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,209,2239,394,12/6/19 12:34,NA
6/18/13,SB_106,945,6.820000172,22.89999962,0,0,Pinfish,57,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,209,2237,394,12/6/19 12:34,NA
6/18/13,SB_106,945,6.820000172,22.89999962,0,0,Pinfish,49,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,209,2236,394,12/6/19 12:34,NA
6/18/13,SB_106,945,6.820000172,22.89999962,0,0,Pinfish,57,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,209,2235,394,12/6/19 12:34,NA
6/18/13,SB_106,945,6.820000172,22.89999962,0,0,Pipefish,45,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,209,2242,395,12/6/19 12:34,NA
6/18/13,SB_106,945,6.820000172,22.89999962,0,0,Pipefish,95,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,209,2241,395,12/6/19 12:34,NA
6/18/13,SB_106,945,6.820000172,22.89999962,0,0,Spot,93,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,209,2244,396,12/6/19 12:35,NA
6/18/13,SB_106,945,6.820000172,22.89999962,0,0,Pinfish,43,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,209,2240,394,12/6/19 12:34,NA
6/18/13,SB_128,935,6.559999943,23.10000038,0,0,Unknown Sciaenid,30,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,208,2231,391,12/6/19 12:33,NA
6/18/13,SB_128,935,6.559999943,23.10000038,0,0,Pipefish,92,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,208,2222,389,12/6/19 12:32,NA
6/18/13,SB_128,935,6.559999943,23.10000038,0,0,Pipefish,178,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,208,2223,389,12/6/19 12:32,NA
6/18/13,SB_128,935,6.559999943,23.10000038,0,0,Silversides,37,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,208,2224,390,12/6/19 12:32,NA
6/18/13,SB_128,935,6.559999943,23.10000038,0,0,Pinfish,57,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,208,2213,388,12/6/19 12:31,NA
6/18/13,SB_128,935,6.559999943,23.10000038,0,0,Pinfish,64,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,208,2212,388,12/6/19 12:31,NA
6/18/13,SB_128,935,6.559999943,23.10000038,0,0,Pinfish,58,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,208,2215,388,12/6/19 12:32,NA
6/18/13,SB_128,935,6.559999943,23.10000038,0,0,Pinfish,51,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,208,2220,388,12/6/19 12:32,NA
6/18/13,SB_128,935,6.559999943,23.10000038,0,0,Pinfish,56,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,208,2216,388,12/6/19 12:32,NA
6/18/13,SB_128,935,6.559999943,23.10000038,0,0,Pinfish,53,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,208,2217,388,12/6/19 12:32,NA
6/18/13,SB_128,935,6.559999943,23.10000038,0,0,Pinfish,63,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,208,2214,388,12/6/19 12:31,NA
6/18/13,SB_128,935,6.559999943,23.10000038,0,0,Pinfish,59,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,208,2218,388,12/6/19 12:32,NA
6/18/13,SB_128,935,6.559999943,23.10000038,0,0,Silversides,45,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,208,2225,390,12/6/19 12:32,NA
6/18/13,SB_128,935,6.559999943,23.10000038,0,0,Silversides,44,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,208,2226,390,12/6/19 12:32,NA
6/18/13,SB_128,935,6.559999943,23.10000038,0,0,Silversides,51,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,208,2227,390,12/6/19 12:32,NA
6/18/13,SB_128,935,6.559999943,23.10000038,0,0,Silversides,44,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,208,2228,390,12/6/19 12:32,NA
6/18/13,SB_128,935,6.559999943,23.10000038,0,0,Silversides,33,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,208,2229,390,12/6/19 12:32,NA
6/18/13,SB_128,935,6.559999943,23.10000038,0,0,Silversides,51,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,208,2230,390,12/6/19 12:32,NA
6/18/13,SB_128,935,6.559999943,23.10000038,0,0,Pinfish,50,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,208,2219,388,12/6/19 12:32,NA
6/18/13,SB_128,935,6.559999943,23.10000038,0,0,Spot,85,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,208,2232,392,12/6/19 12:33,NA
6/18/13,SB_128,935,6.559999943,23.10000038,0,0,Pinfish,62,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,208,2221,388,12/6/19 12:32,NA
6/18/13,SB_148,915,6.409999847,22.89999962,0,0,Pinfish,61,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,207,2201,383,12/6/19 12:29,NA
6/18/13,SB_148,915,6.409999847,22.89999962,0,0,Silver Perch,135,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,207,2209,385,12/6/19 12:30,NA
6/18/13,SB_148,915,6.409999847,22.89999962,0,0,Pipefish,112,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,207,2208,384,12/6/19 12:30,NA
6/18/13,SB_148,915,6.409999847,22.89999962,0,0,Pinfish,62,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,207,2205,383,12/6/19 12:30,NA
6/18/13,SB_148,915,6.409999847,22.89999962,0,0,Pinfish,55,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,207,2204,383,12/6/19 12:30,NA
6/18/13,SB_148,915,6.409999847,22.89999962,0,0,Pinfish,62,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,207,2202,383,12/6/19 12:30,NA
6/18/13,SB_148,915,6.409999847,22.89999962,0,0,Pipefish,87,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,207,2207,384,12/6/19 12:30,NA
6/18/13,SB_148,915,6.409999847,22.89999962,0,0,Pipefish,119,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,207,2206,384,12/6/19 12:30,NA
6/18/13,SB_148,915,6.409999847,22.89999962,0,0,Silversides,46,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,207,2210,386,12/6/19 12:30,NA
6/18/13,SB_148,915,6.409999847,22.89999962,0,0,Spot,79,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,207,2211,387,12/6/19 12:30,NA
6/18/13,SB_148,915,6.409999847,22.89999962,0,0,Pinfish,62,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,207,2203,383,12/6/19 12:30,NA
6/18/13,SB_91,1000,6.929999828,23,0,0,Silversides,45,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2256,399,12/6/19 12:37,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Silversides,51,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2250,399,12/6/19 12:36,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Silversides,46,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2251,399,12/6/19 12:36,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Silversides,41,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2252,399,12/6/19 12:36,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Silversides,43,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2253,399,12/6/19 12:36,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Silversides,50,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2267,399,12/6/19 12:37,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Silversides,49,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2249,399,12/6/19 12:36,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Silversides,46,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2255,399,12/6/19 12:36,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Silversides,38,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2257,399,12/6/19 12:37,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Silversides,47,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2258,399,12/6/19 12:37,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Silversides,45,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2259,399,12/6/19 12:37,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Silver Perch,149,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2247,398,12/6/19 12:36,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Silver Perch,123,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2248,398,12/6/19 12:36,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Silversides,52,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2260,399,12/6/19 12:37,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Silversides,44,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2261,399,12/6/19 12:37,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Silversides,48,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2265,399,12/6/19 12:37,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Silversides,48,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2254,399,12/6/19 12:36,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Silversides,53,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2266,399,12/6/19 12:37,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Silversides,42,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2270,399,12/6/19 12:37,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Pinfish,64,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2245,397,12/6/19 12:36,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Silversides,43,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2269,399,12/6/19 12:37,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Silversides,34,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2268,399,12/6/19 12:37,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Silversides,48,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2262,399,12/6/19 12:37,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Spot,85,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2271,400,12/6/19 12:37,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Silversides,49,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2264,399,12/6/19 12:37,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Silversides,42,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2263,399,12/6/19 12:37,6/18/13 10:00
6/18/13,SB_91,1000,6.929999828,23,0,0,Pinfish,52,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,210,2246,397,12/6/19 12:36,6/18/13 10:00
6/18/13,SB_Bare_2,2033,6.210000038,22.89999962,0,0,Bay Anchovy,63,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,204,2164,376,12/6/19 12:24,6/18/13 20:33
6/18/13,SB_Bare_2,2033,6.210000038,22.89999962,0,0,Bay Anchovy,56,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,204,2163,376,12/6/19 12:24,6/18/13 20:33
6/18/13,SB_Bare_2,2033,6.210000038,22.89999962,0,0,Bay Anchovy,60,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,204,2162,376,12/6/19 12:24,6/18/13 20:33
6/18/13,SB_Bare_2,2033,6.210000038,22.89999962,0,0,Bay Anchovy,64,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,204,2166,376,12/6/19 12:24,6/18/13 20:33
6/18/13,SB_Bare_2,2033,6.210000038,22.89999962,0,0,Bay Anchovy,60,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,204,2161,376,12/6/19 12:24,6/18/13 20:33
6/18/13,SB_Bare_2,2033,6.210000038,22.89999962,0,0,Bay Anchovy,60,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,204,2167,376,12/6/19 12:24,6/18/13 20:33
6/18/13,SB_Bare_2,2033,6.210000038,22.89999962,0,0,Bay Anchovy,59,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,204,2159,376,12/6/19 12:23,6/18/13 20:33
6/18/13,SB_Bare_2,2033,6.210000038,22.89999962,0,0,Spot,79,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,204,2169,378,12/6/19 12:24,6/18/13 20:33
6/18/13,SB_Bare_2,2033,6.210000038,22.89999962,0,0,Bay Anchovy,59,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,204,2165,376,12/6/19 12:24,6/18/13 20:33
6/18/13,SB_Bare_2,2033,6.210000038,22.89999962,0,0,Butterfish,10,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,204,2168,377,12/6/19 12:24,6/18/13 20:33
6/18/13,SB_Bare_2,2033,6.210000038,22.89999962,0,0,Bay Anchovy,55,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,204,2160,376,12/6/19 12:24,6/18/13 20:33
6/18/13,SB_Bare_7,2040,6.199999809,22.89999962,0,0,Bay Anchovy,58,1,Salinity/Conductivity device not functioning; mud crabs and polychaetes; no seagruss but must be some bottom structure,"Art, David, Patrick",44,205,2182,379,12/6/19 12:26,6/18/13 20:40
6/18/13,SB_Bare_7,2040,6.199999809,22.89999962,0,0,Bay Anchovy,62,1,Salinity/Conductivity device not functioning; mud crabs and polychaetes; no seagruss but must be some bottom structure,"Art, David, Patrick",44,205,2175,379,12/6/19 12:25,6/18/13 20:40
6/18/13,SB_Bare_7,2040,6.199999809,22.89999962,0,0,Bay Anchovy,55,1,Salinity/Conductivity device not functioning; mud crabs and polychaetes; no seagruss but must be some bottom structure,"Art, David, Patrick",44,205,2181,379,12/6/19 12:26,6/18/13 20:40
6/18/13,SB_Bare_7,2040,6.199999809,22.89999962,0,0,Bay Anchovy,60,1,Salinity/Conductivity device not functioning; mud crabs and polychaetes; no seagruss but must be some bottom structure,"Art, David, Patrick",44,205,2180,379,12/6/19 12:26,6/18/13 20:40
6/18/13,SB_Bare_7,2040,6.199999809,22.89999962,0,0,Bay Anchovy,69,1,Salinity/Conductivity device not functioning; mud crabs and polychaetes; no seagruss but must be some bottom structure,"Art, David, Patrick",44,205,2179,379,12/6/19 12:25,6/18/13 20:40
6/18/13,SB_Bare_7,2040,6.199999809,22.89999962,0,0,Bay Anchovy,56,1,Salinity/Conductivity device not functioning; mud crabs and polychaetes; no seagruss but must be some bottom structure,"Art, David, Patrick",44,205,2178,379,12/6/19 12:25,6/18/13 20:40
6/18/13,SB_Bare_7,2040,6.199999809,22.89999962,0,0,Bay Anchovy,58,1,Salinity/Conductivity device not functioning; mud crabs and polychaetes; no seagruss but must be some bottom structure,"Art, David, Patrick",44,205,2176,379,12/6/19 12:25,6/18/13 20:40
6/18/13,SB_Bare_7,2040,6.199999809,22.89999962,0,0,Bay Anchovy,59,1,Salinity/Conductivity device not functioning; mud crabs and polychaetes; no seagruss but must be some bottom structure,"Art, David, Patrick",44,205,2174,379,12/6/19 12:25,6/18/13 20:40
6/18/13,SB_Bare_7,2040,6.199999809,22.89999962,0,0,Bay Anchovy,60,1,Salinity/Conductivity device not functioning; mud crabs and polychaetes; no seagruss but must be some bottom structure,"Art, David, Patrick",44,205,2173,379,12/6/19 12:25,6/18/13 20:40
6/18/13,SB_Bare_7,2040,6.199999809,22.89999962,0,0,Bay Anchovy,62,1,Salinity/Conductivity device not functioning; mud crabs and polychaetes; no seagruss but must be some bottom structure,"Art, David, Patrick",44,205,2172,379,12/6/19 12:25,6/18/13 20:40
6/18/13,SB_Bare_7,2040,6.199999809,22.89999962,0,0,Bay Anchovy,57,1,Salinity/Conductivity device not functioning; mud crabs and polychaetes; no seagruss but must be some bottom structure,"Art, David, Patrick",44,205,2171,379,12/6/19 12:25,6/18/13 20:40
6/18/13,SB_Bare_7,2040,6.199999809,22.89999962,0,0,Bay Anchovy,62,1,Salinity/Conductivity device not functioning; mud crabs and polychaetes; no seagruss but must be some bottom structure,"Art, David, Patrick",44,205,2170,379,12/6/19 12:25,6/18/13 20:40
6/18/13,SB_Bare_7,2040,6.199999809,22.89999962,0,0,Spot,167,1,Salinity/Conductivity device not functioning; mud crabs and polychaetes; no seagruss but must be some bottom structure,"Art, David, Patrick",44,205,2183,380,12/6/19 12:26,6/18/13 20:40
6/18/13,SB_Bare_7,2040,6.199999809,22.89999962,0,0,Bay Anchovy,65,1,Salinity/Conductivity device not functioning; mud crabs and polychaetes; no seagruss but must be some bottom structure,"Art, David, Patrick",44,205,2177,379,12/6/19 12:25,6/18/13 20:40
6/18/13,SB_Bare_8,2053,6.130000114,23,0,0,Bay Anchovy,60,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,206,2188,381,12/6/19 12:27,6/18/13 20:53
6/18/13,SB_Bare_8,2053,6.130000114,23,0,0,Bay Anchovy,55,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,206,2194,381,12/6/19 12:28,6/18/13 20:53
6/18/13,SB_Bare_8,2053,6.130000114,23,0,0,Bay Anchovy,58,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,206,2185,381,12/6/19 12:27,6/18/13 20:53
6/18/13,SB_Bare_8,2053,6.130000114,23,0,0,Bay Anchovy,62,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,206,2186,381,12/6/19 12:27,6/18/13 20:53
6/18/13,SB_Bare_8,2053,6.130000114,23,0,0,Bay Anchovy,53,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,206,2187,381,12/6/19 12:27,6/18/13 20:53
6/18/13,SB_Bare_8,2053,6.130000114,23,0,0,Bay Anchovy,61,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,206,2196,381,12/6/19 12:28,6/18/13 20:53
6/18/13,SB_Bare_8,2053,6.130000114,23,0,0,Bay Anchovy,69,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,206,2189,381,12/6/19 12:28,6/18/13 20:53
6/18/13,SB_Bare_8,2053,6.130000114,23,0,0,Bay Anchovy,62,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,206,2191,381,12/6/19 12:28,6/18/13 20:53
6/18/13,SB_Bare_8,2053,6.130000114,23,0,0,Bay Anchovy,54,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,206,2184,381,12/6/19 12:27,6/18/13 20:53
6/18/13,SB_Bare_8,2053,6.130000114,23,0,0,Bay Anchovy,56,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,206,2193,381,12/6/19 12:28,6/18/13 20:53
6/18/13,SB_Bare_8,2053,6.130000114,23,0,0,Bay Anchovy,59,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,206,2195,381,12/6/19 12:28,6/18/13 20:53
6/18/13,SB_Bare_8,2053,6.130000114,23,0,0,Bay Anchovy,59,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,206,2190,381,12/6/19 12:28,6/18/13 20:53
6/18/13,SB_Bare_8,2053,6.130000114,23,0,0,Silversides,46,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,206,2200,382,12/6/19 12:28,6/18/13 20:53
6/18/13,SB_Bare_8,2053,6.130000114,23,0,0,Silversides,85,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,206,2199,382,12/6/19 12:28,6/18/13 20:53
6/18/13,SB_Bare_8,2053,6.130000114,23,0,0,Silversides,91,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,206,2198,382,12/6/19 12:28,6/18/13 20:53
6/18/13,SB_Bare_8,2053,6.130000114,23,0,0,Silversides,95,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,206,2197,382,12/6/19 12:28,6/18/13 20:53
6/18/13,SB_Bare_8,2053,6.130000114,23,0,0,Bay Anchovy,59,1,Salinity/Conductivity device not functioning,"Art, David, Patrick",44,206,2192,381,12/6/19 12:28,6/18/13 20:53
6/20/13,HI_10,1155,7.699999809,23.29999924,31.70000076,0,Silversides,113,1,NA,"Art, David, Pat",45,215,2297,411,12/6/19 13:02,6/20/13 11:55
